"Sed_ID";"2000";"500";"250";"63";"0";"sedID";"D50(um)";"Mean.fw.phi";"Mean.fw.um";"mud";"Sand";"Sediment";"Texture"
184;0;0.5;2.45;62.14;0.189999999999998;"X184";129.4;2.95;60.997;0.291;99.709;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
185;0;0.06;0.49;63.2;0.469999999999999;"X185";125.609;2.993;57.523;0.732;99.268;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
192;0;0.3;2.36;45.57;2.92;"X192";125.007;3;55.023;5.709;94.291;"Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand"
196;0;1.65;3.48;30.87;5.51;"X196";124.439;3.006;50.79;13.274;86.726;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
197;0;0.17;1.49;62.8;0.280000000000001;"X197";127.414;2.972;59.197;0.432;99.568;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
200;0;0.15;1.67;67.85;0.340000000000018;"X200";127.4;2.973;59.164;0.486;99.514;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
201;0;0.01;9.76;59.15;0.730000000000004;"X201";139.439;2.842;69.79;1.048;98.952;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
208;0;1.77;16.81;44.75;0.120000000000005;"X208";166.765;2.542;101.219;0.189;99.811;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
220;0;9.28;37.22;14.61;0.310000000000002;"X220";335.465;1.761;410.305;0.505;99.495;"Medium Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
222;0;3.22;17.37;29.09;0.149999999999999;"X222";203.677;2.341;138.502;0.301;99.699;"Fine Sand,Poorly Sorted,Symmetrical,Platykurtic";"Sand"
226;0;2.66;36.86;25.38;0.0200000000000102;"X226";285.495;2.065;238.822;0.031;99.969;"Fine Sand,Moderately Sorted,Very Fine Skewed,Platykurtic";"Sand"
227;0;3.27;26.55;46.8;0.0899999999999892;"X227";194.434;2.391;128.699;0.117;99.883;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
233;0;6.67;29.73;34.7;0.170000000000002;"X233";254.499;2.159;191.641;0.239;99.761;"Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic";"Sand"
235;0;8.4;18.2;29.62;0.590000000000003;"X235";229.859;2.192;169.211;1.039;98.961;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
244;0;7.27;20.45;33.44;0.260000000000005;"X244";221.013;2.241;159.267;0.423;99.577;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
249;0;0.33;1.33;58.86;0.520000000000003;"X249";127.185;2.975;58.836;0.852;99.148;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
251;0;0.15;4.08;47.97;0.609999999999999;"X251";132.199;2.919;63.118;1.155;98.845;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
255;0;0.41;1.36;62.08;0.410000000000004;"X255";127.408;2.972;59.113;0.638;99.362;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
257;0;0.65;0.38;65.27;0.140000000000001;"X257";126.684;2.981;58.646;0.211;99.789;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
258;0;0.47;3.72;50.17;0.670000000000002;"X258";131.716;2.924;62.661;1.218;98.782;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
260;0;0.49;2.89;53.08;0.600000000000001;"X260";130.112;2.942;61.312;1.052;98.948;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
262;0;3.35;2.7;31.58;0.720000000000006;"X262";140.979;2.826;70.783;1.877;98.123;"Fine Sand,Moderately Sorted,Coarse Skewed,Leptokurtic";"Sand"
264;0;0.03;1.18;41.82;4.03;"X264";119.8;3.061;49.78;8.564;91.436;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
265;0;0.15;1.42;59.76;0.170000000000002;"X265";127.542;2.971;59.368;0.276;99.724;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
278;0;0.06;5.55;50.22;1.85;"X278";132.144;2.92;62.126;3.207;96.793;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
367;0;1.55;3.74;42.43;5.95;"X367";124.161;3.01;51.801;11.086;88.914;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
368;0;0;5.53;63.6;0.650000000000006;"X368";132.314;2.918;63.321;0.931;99.069;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
369;0;4.45;16.14;36.87;3.38000000000001;"X369";173.119;2.501;101.778;5.556;94.444;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
371;0;0.45;5.67;32.4;7.47000000000001;"X371";121.947;3.063;44.685;16.243;83.757;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
372;0;0.11;1.29;70.87;0.169999999999987;"X372";127.009;2.977;58.92;0.235;99.765;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
373;0;0.28;2.19;66.24;2.08000000000001;"X373";126.009;2.988;57.008;2.938;97.062;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
375;0;0.14;5.07;61.64;5.76000000000001;"X375";124.73;3.003;53.798;7.933;92.067;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
376;0;0.63;14.2;81.58;1.65000000000001;"X376";140.28;2.834;70.237;1.683;98.317;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
379;0;0.16;4.15;80.91;3.76000000000001;"X379";126.088;2.987;56.54;4.226;95.774;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
382;0;0.7;2.83;97.41;0.850000000000009;"X382";127.901;2.967;59.464;0.835;99.165;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
385;0;0.34;1.23;68.72;0.980000000000004;"X385";126.244;2.986;57.824;1.375;98.625;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
390;0;0.19;2.27;63.62;4.23999999999999;"X390";123.102;3.022;53.372;6.03;93.97;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
393;0;0.53;4.78;87.37;2.78999999999999;"X393";128.019;2.966;58.71;2.922;97.078;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
394;0;0.13;2.8;99.9;1.55999999999999;"X394";126.691;2.981;58.16;1.494;98.506;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
396;0;0.25;6.9;65.85;2.95999999999999;"X396";131.125;2.931;60.919;3.897;96.103;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
397;0;0.44;3.12;67.57;5.09;"X397";123.556;3.017;53.452;6.678;93.322;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
400;0;1.53;2.46;104.45;1.07000000000001;"X400";127.94;2.966;59.442;0.977;99.023;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
405;0;0.01;11.57;81.56;1.09;"X405";137.131;2.866;67.591;1.157;98.843;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
406;0;0.13;0.78;68.13;0.310000000000002;"X406";126.263;2.985;58.192;0.447;99.553;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
407;0;0.11;1.34;64.23;2.58;"X407";123.987;3.012;54.998;3.78;96.22;"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
408;0;0.33;1.87;63.82;1.89;"X408";125.92;2.989;56.996;2.783;97.217;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
410;0;0.24;2.9;85.1;5.99000000000001;"X410";122.636;3.028;52.869;6.357;93.643;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
411;0;0.29;3.96;69.43;5.23999999999999;"X411";124.272;3.008;54.031;6.64;93.36;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
412;0;0.47;2.29;57.73;5.01000000000001;"X412";122.173;3.033;51.959;7.649;92.351;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
414;0;0.43;12.37;78.53;2.47;"X414";137.408;2.863;67.085;2.633;97.367;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
415;0;0;0.86;51.31;3.14;"X415";121.714;3.038;52.425;5.677;94.323;"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand"
416;0;0.12;4.15;29.02;7.41;"X416";116.481;3.324;26.927;18.206;81.794;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
419;0;0.05;2.56;23.18;10.35;"X419";99.701;4.08;5.908;28.639;71.361;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
421;0;0.02;3.61;26.8;6.47;"X421";116.66;3.261;30.927;17.534;82.466;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
424;0;0.13;2.93;20.86;9.98;"X424";99.851;4.094;5.614;29.44;70.56;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
425;0;0.11;2.02;24.04;11.78;"X425";95.169;4.207;4.651;31.041;68.959;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand"
428;0;0.03;4.3;32.45;4.66;"X428";124.623;3.004;52.054;11.245;88.755;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
430;0;0.13;4.32;31.41;7.79;"X430";116.631;3.29;28.982;17.847;82.153;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
434;0;0;2.92;51.8;2.19;"X434";126.724;2.98;57.227;3.848;96.152;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
435;0;0.02;2.53;34.93;2.08000000000001;"X435";126.668;2.981;56.566;5.258;94.742;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand"
438;0;0.15;1.67;37.41;7.26000000000001;"X438";113.532;3.139;42.331;15.616;84.384;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand"
700;0;0.19;2.63;37.35;2.96;"X700";125.175;2.998;54.642;6.863;93.137;"Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
3065;0;0.33;9.23;45.51;2.88;"X3065";138.858;2.842;67.365;4.97;95.03;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3069;0.01;1.11;6.15;37.16;5.3;"X3069";130.169;2.942;56.529;10.658;89.322;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Muddy Sand"
3070;0;0.7;2;52.31;2.48999999999999;"X3070";125.847;2.99;56.297;4.33;95.67;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3075;0.01;0.81;6.83;45.5;3.72;"X3075";133.196;2.908;61.314;6.541;93.441;"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Slightly Gravelly Sand"
3081;0;0.24;8.16;58.35;0.540000000000006;"X3081";137.707;2.86;68.301;0.802;99.198;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3082;0;0;5.01;47.01;1.91;"X3082";131.334;2.929;61.267;3.542;96.458;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3087;0;4.8;30.06;39;0.0400000000000063;"X3087";232.199;2.243;166.833;0.054;99.946;"Fine Sand,Poorly Sorted,Fine Skewed,Platykurtic";"Sand"
3094;0;0.85;4.26;37.42;3.66;"X3094";128.896;2.956;57.07;7.924;92.076;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
3099;0;0.08;7.71;60.98;1.17;"X3099";135.248;2.886;65.618;1.673;98.327;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3105;0;3.94;6.69;34.67;3.59999999999999;"X3105";144.321;2.706;74.645;7.362;92.638;"Fine Sand,Poorly Sorted,Symmetrical,Very Leptokurtic";"Sand"
3106;0;0.13;1.17;58.6;1.64;"X3106";124.998;3;56.271;2.665;97.335;"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3114;0;0.13;3.9;62.04;0.580000000000013;"X3114";130.402;2.939;61.645;0.87;99.13;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3115;0;0;5.98;52.33;2.39;"X3115";131.575;2.926;61.285;3.937;96.063;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3116;0;0.81;5.16;46.18;4.86;"X3116";127.595;2.97;55.733;8.525;91.475;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
3117;0.03;26;30.59;11.77;0.0400000000000063;"X3117";415.358;1.084;974.156;0.058;99.898;"Medium Sand,Poorly Sorted,Coarse Skewed,Leptokurtic";"Slightly Gravelly Sand"
3118;0.08;23.73;35.53;11.15;0.0499999999999972;"X3118";399.829;1.088;1014.183;0.071;99.816;"Medium Sand,Poorly Sorted,Coarse Skewed,Leptokurtic";"Slightly Gravelly Sand"
3136;0;0.08;5.09;24.47;5.17;"X3136";125.499;2.994;50.56;14.852;85.148;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand"
3143;0;0.23;2.56;51.01;1.24;"X3143";128.155;2.964;59.108;2.253;97.747;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3151;0;0;4.2;59.15;2.08000000000001;"X3151";128.637;2.959;59.125;3.179;96.821;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3153;0;0;3.18;56.03;1.68;"X3153";127.836;2.968;58.624;2.759;97.241;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3175;0;0.48;21.46;48.05;0.450000000000003;"X3175";170.805;2.531;103.715;0.639;99.361;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3182;0;0.01;13.67;55.7;0.450000000000003;"X3182";147.819;2.727;79.804;0.644;99.356;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3192;0;0.01;6.96;58.89;0.5;"X3192";135.37;2.885;66.17;0.753;99.247;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3220;0;0.71;2.99;59.73;3.4;"X3220";125.934;2.989;56.043;5.088;94.912;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3225;0;0.5;1.91;59.09;4.52;"X3225";122.448;3.03;52.516;6.846;93.154;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand"
3227;0;0.1;3.37;56.29;2.61;"X3227";126.827;2.979;57.169;4.185;95.815;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3230;0.1;3.78;4.53;22.16;7.18;"X3230";130.393;3.12;30.136;19.02;80.715;"Very Fine Sand,Very Poorly Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Muddy Sand"
3245;0;0.43;4.63;52.59;0.019999999999996;"X3245";134.068;2.899;65.308;0.035;99.965;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3247;0;0.63;3.24;53.37;0.110000000000007;"X3247";131.743;2.924;63.129;0.192;99.808;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3249;0;0.3;4.7;62.62;0.47999999999999;"X3249";131.9;2.922;63.049;0.705;99.295;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3250;0;0.25;7.12;48.09;0;"X3250";139.479;2.842;70.369;0;100;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand"
3251;0;0.33;2.18;60.22;1.45000000000001;"X3251";127.031;2.977;58.145;2.259;97.741;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3253;0;0.31;5.15;59.97;0.0200000000000102;"X3253";133.595;2.904;64.878;0.031;99.969;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3257;0;0.12;2.16;64.8;1.33;"X3257";126.773;2.98;58.053;1.944;98.056;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3269;0;0;6.59;37.12;4.02;"X3269";131.632;2.925;58.981;8.422;91.578;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand"
3286;0;0;3.17;53.64;0.899999999999999;"X3286";129.213;2.952;60.312;1.56;98.44;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3299;0;0.58;16.81;55.49;0.0600000000000023;"X3299";155.637;2.639;89.157;0.082;99.918;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3312;0;0.74;18.53;47.63;0.0599999999999881;"X3312";165.712;2.558;99.594;0.09;99.91;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3316;0;7.42;37.55;25.45;0.0499999999999972;"X3316";299.215;1.985;268.35;0.071;99.929;"Medium Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand"
3317;0;3.44;27.46;39.6;0.0100000000000051;"X3317";214.837;2.309;148.88;0.014;99.986;"Fine Sand,Moderately Sorted,Fine Skewed,Platykurtic";"Sand"
3345;0;1.83;43.88;17.83;0.119999999999997;"X3345";311.287;1.913;324.324;0.189;99.811;"Medium Sand,Moderately Sorted,Very Fine Skewed,Leptokurtic";"Sand"
3346;0;0.05;12.43;24.28;2.77999999999999;"X3346";160.475;2.612;90.585;3.343;96.657;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3346;0;0.01;18.87;53.09;0.980000000000004;"X3346";160.475;2.612;90.585;3.343;96.657;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3348;0;2.35;21.4;52.83;0.700000000000003;"X3348";169.522;2.526;103.142;0.906;99.094;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3349;0;1.08;7.13;51.73;3.23;"X3349";134.108;2.899;62.859;5.113;94.887;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand"
3350;0;2.51;10.71;21.26;3.45999999999999;"X3350";172.204;2.538;94.445;9.12;90.88;"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand"
3351;0;7.85;20.03;22.39;1.08;"X3351";269.823;2.088;208.461;2.103;97.897;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand"
3364;0;0.21;3.04;67.87;0;"X3364";129.71;2.947;61.389;0;100;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3380;0;0.01;2.98;54.35;2.8;"X3380";125.802;2.991;56.122;4.656;95.344;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand"
3408;0;0.05;3.87;51.87;2.83;"X3408";127.33;2.973;57.301;4.828;95.172;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
3629;0;1.71;8.93;43.27;3.13;"X3629";141.445;2.788;70.665;5.487;94.513;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand"
3810;0;0.18;8.32;44.71;1.44;"X3810";139.927;2.837;69.383;2.635;97.365;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand"
