RID;ID;B1.1;B1.2;B02_10;B03_10;B04_10;B08_10;B05_10;B06_10;B07_10;B08a_10;B09_10;B11_10;B12_10;class_1.1;class_2.1;class_3.1;cover_wate.1;cover_shel.1;cover_rock.1;cover_chan.1;cover_uca.1;cover_macr.1;uca_class.1;greeness.1;mangrove.1;penetrabil.1;area..ha..1;X.finos.1;class_name.1;finalclass.1;class_1.2;class_2.2;class_3.2;cover_wate.2;cover_shel.2;cover_rock.2;cover_chan.2;cover_uca.2;cover_macr.2;uca_class.2;greeness.2;mangrove.2;area..ha..2;X.finos.2;classname.2;finalclass.2
2481;24;207.2254951;152.4641374;618;967;1018;1170;1098;1099;1135;1149;1062;1049;680;wet;sandy_mud;-;40;0;0;0;0;0;-;S;N;20;0.008;28.07;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2485;25;184.6022399;137.5476119;622.3333333;952.6666667;1060;1248.666667;1193;1191;1228;1266;1054;1201;770;wet;muddy_sand;uca;0;0;0;0;100;0;H;N;N;20;0.031;19.07;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2484;26;169.7445672;170.6852112;622;1034;1074;1270;1202;1196;1235;1283;1116;1223;764;wet;muddy_sand;uca;0;0;0;0;100;0;H;N;N;20;0.008;18.07;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2479;27;176.0488579;158.4116055;595.6666667;964;1042.666667;1282;1172.333333;1161.333333;1220;1239;779;1058.666667;681.6666667;wet;sandy_mud;uca;25;3;0;0;100;0;L;N;N;20;0.031;32.83;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2478;28;202.1511775;128.8991486;715.6071429;1053.928571;1148.642857;1330.785714;1283.285714;1300.857143;1342.928571;1353.142857;1080.642857;1074.642857;674;-;mud;-;0;0;0;5;0;0;H;N;N;20;0.278;88.59;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2477;29;230.738465;165.0706553;384.4489796;700.2244898;838.3877551;1034.734694;964.7142857;981.2857143;1016.959184;1057.632653;880.755102;977.4897959;637.5510204;-;mud;uca;0;0;0;5;100;0;H;N;N;20;0.494;88.59;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2476;30;227.8175422;189.3157433;446.611399;752.9041451;873.6813472;1042.821244;993.1865285;990.1891192;1024.525907;1048.816062;860.5466321;949.7979275;617.1139896;-;mud;uca;0;0;0;5;100;0;-;N;N;20;4.673;88.59;muddy_uca;muddy_with_FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2475;31;229.5631098;196.3604629;557.8983516;879.0302198;994.2445055;1197.038462;1131.131868;1155.563187;1190.568681;1214.445055;1018.618132;1049.96978;677.043956;-;mud;uca;0;0;0;20;100;0;H;N;N;20;6.828;88.59;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2407;32;160.010302;128.3246984;771.9090909;1144.227273;1197.363636;1413.590909;1366.659091;1366.704545;1412.022727;1415.113636;1220.909091;1064.227273;673.7954545;wet;beach_sand;-;25;0;0;10;0;0;-;S;N;8;0.452;3.58;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2409;33;189.4477447;105.7126109;747;1138;1187;1449.5;1410.5;1431.25;1454.5;1443.25;1198;978;588;wet;muddy_sand;-;40;1;0;0;0;0;-;N;N;7;0.031;17.8;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2408;34;160.9265891;132.2192609;916.6842105;1309.052632;1357.263158;1592.421053;1502;1495.368421;1537;1555;1227.789474;1452.105263;987.6315789;dry;beach_sand_uca;uca;0;0;0;0;100;0;L;N;N;4;0.193;2.15;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2607;35;209.724033;118.8410568;930.9285714;1268.428571;1244.285714;1469.428571;1431.357143;1416.357143;1459.928571;1478.5;1042.714286;1133.428571;712.4285714;dry;beach_sand;-;5;1;0;0;0;0;-;N;N;5;0.124;1.88;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2602;36;189.1050157;140.223209;773.8333333;1152.333333;1211;1404.166667;1372.5;1359.5;1401.583333;1397.333333;1210;1051.75;655.5;wet;sand;uca;10;0;0;0;80;0;H;N;N;8;0.124;5.99;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2587;37;163.3274323;155.1431909;583.2727273;954.6363636;1014;1254.727273;1199.818182;1224.727273;1249.727273;1275.636364;1080.636364;916.7272727;563;-;muddy_sand;-;15;5;0;0;0;0;-;N;N;13;0.124;13.4;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2586;38;169.1659144;156.3277775;631.2222222;975.8888889;1046.111111;1232;1185.111111;1205.555556;1226.444444;1249.111111;1065.666667;1131.444444;737.2222222;-;sand;uca;0;0;0;0;0;0;-;N;N;6;0.07;5.16;sandy_uca;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2585;39;158.7405261;205.6445;612;977.4285714;1038.142857;1209.714286;1171.285714;1194.285714;1225.857143;1252.142857;1023.857143;1137.714286;750.1428571;-;sand;uca;0;0;0;0;0;0;-;N;N;6;0.07;4.16;sandy_uca;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2584;40;222.9325882;114.3833253;668.3333333;1017;1084;1268.666667;1216;1233;1253;1299;1141;1175;749;-;sand;uca;0;0;0;0;0;0;-;N;N;6;0.031;4.16;sandy_uca;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2583;41;183.8782987;119.6449286;686.6666667;1043.666667;1105.666667;1274;1224.166667;1216.166667;1248.666667;1290;1104;1126.666667;740;-;sand;uca;0;0;0;0;100;0;H;N;N;6;0.07;4.16;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2582;42;183.8859503;123.0370821;709.35;1120.433333;1149.6;1413.1;1366.766667;1376.083333;1407.35;1418.933333;1157.166667;980.6;604.9333333;wet;sand;-;30;2;0;0;0;0;-;N;N;5;0.626;7.61;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2581;43;190.1613459;117.4568652;630.125;975.125;1042.375;1275.75;1206.375;1213.375;1252;1293.25;1033;954.125;601.125;-;muddy_sand;-;25;1;0;0;0;0;-;N;N;15;0.07;17.05;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2580;44;178.2023971;128.802725;589.5;948.5;994;1407.5;1326;1398;1418.5;1397;1169;1086;652.5;wet;mud;green_macroalgae;15;0;0;5;0;80;L;N;N;20;0.008;56.9;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2598;45;218.6322355;114.5467908;758.1538462;1193.076923;1186.153846;1426.307692;1376.307692;1378.307692;1411.923077;1425.076923;1098;1111.846154;683.0769231;wet;beach_sand;-;5;0;0;0;0;0;-;N;N;7;0.124;1.63;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2579;46;197.7938551;109.5396048;543.5;940.5;976.5;1433;1306.25;1404;1431;1422.75;1169;1084;649.75;wet;mud;green_macroalgae;15;0;0;5;0;80;-;S;N;20;0.07;52.74;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2597;47;154.8025388;120.7397089;793.12;1176.8;1223.8;1421.16;1400.46;1397.28;1416.86;1431.72;1212.22;1019.22;632.78;wet;beach_sand_uca;uca;20;0;0;0;50;0;M;N;N;8;0.494;5.12;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2593;48;170.4941521;78.05583305;717;1092;1146;1382;1332;1324;1353;1380;1129;1080;673;wet;beach_sand_uca;uca;0;0;0;0;100;0;H;N;N;5;0.008;2.44;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2578;49;182.5744472;125.033844;673.90625;1039.3125;1123.6875;1383.6875;1331.65625;1352.15625;1382.34375;1392.75;1172;913.28125;551.03125;wet;sandy_mud;-;50;1;0;0;0;0;-;S;N;15;0.379;20.49;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2592;50;186.3443397;79.74514993;713.1428571;1139.142857;1170.571429;1439.142857;1407.571429;1409.857143;1436.571429;1467.142857;1210;964.5714286;583.2857143;-;muddy_sand;-;10;0;0;0;5;0;L;N;N;18;0.07;9.68;sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2577;51;207.7299444;152.2551068;579.5263158;932.6315789;975.3684211;1279.578947;1225.105263;1252.526316;1289.947368;1279.789474;983.9473684;998.9473684;618.8421053;wet;mud;green_macroalgae;20;0;0;5;10;70;L;N;N;20;0.193;61.03;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2591;52;156.3623501;105.2749552;728;1126.833333;1162.333333;1454.166667;1414;1420.333333;1463.5;1465.666667;1208.833333;968.5;602.6666667;-;muddy_sand;-;15;0;0;0;20;0;L;N;N;17;0.124;13.92;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2576;53;222.6038632;113.7921845;609.6666667;955.6666667;1005.666667;1273.333333;1238.666667;1268.666667;1268;1279;898;1010;632.3333333;wet;mud;green_macroalgae;20;0;0;5;0;70;-;S;N;20;0.031;46.4;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2590;54;160.5363807;168.500452;705;1109.5;1148;1412.5;1376;1374;1411.75;1422.75;1158;963.5;594.75;-;muddy_sand;-;15;0;0;0;20;0;L;N;N;15;0.031;16.55;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2574;55;205.4561018;98.06945398;650;1001.142857;1100;1318.285714;1260.285714;1264.142857;1303.857143;1301.142857;1076;1035.857143;652.5714286;wet;sandy_mud;-;25;0;0;5;10;0;L;N;N;20;0.07;24.39;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2589;56;144.2355612;156.6422073;708.6666667;1086;1144;1382;1320;1361;1394;1378;1122;932;582;wet;muddy_sand;-;15;1;0;0;15;0;L;N;N;13;0.031;17.34;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2573;57;139.0943262;119.2288522;782.65;1166.75;1224.1;1439.45;1406.775;1405.55;1438.975;1440.35;1148.6;1048.9;654;wet;muddy_sand;-;45;0;0;0;0;0;-;N;N;14;0.379;9.75;wet_sandy;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2572;58;187.472772;132.2849954;769.9166667;1124.916667;1194.666667;1434.5;1385.75;1396.5;1432;1432.75;1218.5;1092;682.75;wet;muddy_sand;-;75;0;0;2;0;0;-;N;N;18;0.124;11.62;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2414;59;224.8480444;173.5946225;412.6071429;729.2857143;865.0714286;1073.107143;1007.785714;1034.392857;1064.321429;1079.714286;961.1428571;945.4285714;613.5714286;-;mud;uca;0;0;0;0;100;0;H;?;N;20;0.278;41.84;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2410;60;188.3851955;123.0687551;671;1064.938776;1102.55102;1435.673469;1369.55102;1415.653061;1438.489796;1440.714286;1182.204082;1001.367347;602.2244898;wet;muddy_sand;-;40;0;0;0;0;0;-;S;N;20;0.494;18.04;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2426;61;149.0782044;102.0190653;810.6923077;1272;1341.846154;1491.538462;1480.923077;1430.153846;1459.384615;1522.384615;1432.769231;1269.538462;771.3846154;wet;beach_sand;-;20;0;0;0;0;0;-;N;N;5;0.124;2.94;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2425;62;140.256965;130.3628062;706.24;1069.8;1153.12;1291.04;1265.04;1217.24;1252;1320.36;1202.88;1441.16;941.84;-;sand;uca;0;0;0;0;100;0;H;N;N;5;0.278;5.02;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2430;63;165.4922176;121.2671249;783.0373832;1228.186916;1285.420561;1458.71028;1467;1389.691589;1440.186916;1473.364486;1313.448598;1199.635514;748.9719626;wet;beach_sand;-;10;0;0;0;0;0;-;N;N;5;1.978;3.97;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2423;64;160.745617;119.0892942;613.25;1005.8;1063.05;1194.65;1161.85;1096.8;1139.15;1187.9;943.05;1280.65;863.25;-;sand;uca;0;0;0;0;100;0;H;N;N;6;0.193;5.56;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2429;65;198.744142;133.8143364;777.2727273;1179.272727;1268;1432.363636;1413.727273;1363.454545;1411.090909;1453.363636;1363.909091;1368.454545;863.1818182;wet;beach_sand;-;25;0;0;0;0;0;-;N;N;4;0.124;2.44;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2420;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dry;beach_sand_uca;uca;10;0;0;0;50;0;M;N;N;2;6.374;2.16;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2419;67;188.868677;128.6501836;846.5148515;1314.950495;1420.415842;1593.920792;1551.881188;1492.722772;1554.881188;1627.564356;1589.544554;1930.009901;1334.108911;dry;beach_sand_uca;uca;10;0;0;0;50;0;M;N;N;2;4.327;2.16;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2418;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dry;beach_sand_uca;uca;15;0;0;0;50;0;H;N;N;2;5.776;2.15;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2441;69;118.2794403;114.6762439;718.4444444;1062.333333;1114.222222;1289.333333;1263.888889;1263.666667;1275.888889;1306.666667;1342;1140.666667;787.1111111;-;sand;uca;0;1;0;0;100;0;H;N;N;6;0.124;8.58;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2440;70;75.27863217;127.4327086;631.6976744;976.0232558;1050.813953;1239.488372;1229.72093;1229.162791;1254.906977;1255.604651;1073.325581;883;562.8837209;-;muddy_sand;-;10;2;0;0;0;0;-;N;N;9;1.112;15.42;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2439;71;171.790297;109.241616;758.3333333;1064;1115.333333;1212;1237;1224;1240;1264;1132;1108;753;-;sand;uca;0;0;0;0;100;0;H;N;N;5;0.031;5.88;sandy_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2438;72;166.5406382;141.1937468;737.25;1080.583333;1112.5;1209.833333;1239.833333;1208.25;1238.416667;1234.75;1160.75;1002.75;684.25;-;muddy_sand;uca;10;0;0;20;100;0;H;N;N;11;0.124;17.51;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2457;73;117.5821565;98.23926808;634.75;1006;1049.75;1241.5;1206.75;1208.25;1240;1259;1138;1047;684.25;wet;muddy_sand;-;40;0;0;0;0;0;-;S;N;17;0.031;10.02;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2456;74;176.2446091;103.1921709;623.3333333;1003.142857;1090;1261.904762;1223.095238;1209.952381;1264.190476;1290.047619;1163;1213.952381;792.6666667;wet;beach_sand_uca;uca;0;0;0;0;100;0;M;N;N;5;0.193;3.33;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2455;75;174.6902839;126.1747736;1010.052632;1405;1480.315789;1643.684211;1548.052632;1525.631579;1585.052632;1655.736842;1196.052632;1745.578947;1282.157895;dry;beach_sand_uca;uca;0;0;0;0;100;0;M;N;N;7;0.193;1.99;beach_sand_uca;sandy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2454;76;163.315666;142.3111043;622;1004;1086;1250;1199;1199;1219;1261;1054;1137;733;wet;beach_sand;-;0;0;0;0;0;0;-;N;N;3;0.008;3.25;beach_sand;sandy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2453;77;154.5961207;103.1095696;588.4285714;959;1028.714286;1229.428571;1178.285714;1173.857143;1224.142857;1238.571429;1034.571429;1130.571429;745.8571429;-;muddy_sand;-;10;0;0;0;0;0;-;N;N;4;0.07;14.16;muddy;muddy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2452;78;233.1311346;148.779997;536.6666667;834.6666667;947.8333333;1077.666667;1092;1055.666667;1105.666667;1109.333333;994;1056.333333;706;-;sandy_mud;uca;0;0;0;0;100;0;H;N;N;20;0.07;24.93;muddy_uca;muddy-with-FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
