DN.1;fid.1;name.1;date.1;island.1;gps_id.1;radius.1;colour_sca.1;colour.1;class_1.1;class_2.1;class_3.1;cover_wate.1;cover_shel.1;cover_rock.1;cover_chan.1;cover_uca.1;cover_macr.1;uca_class.1;greeness.1;mangrove.1;penetrabil.1;camera.1;photo.1;obs.1;ele.1;time.1;gpxx_Waypo.1;wptx1_Wayp.1;ctx_Creati.1;layer.1;path.1;area..ha..1;X.finos.1;test1_clas.1;test2_clas.1;test3_clas.1;test4_clas.1;test5_clas.1;test6_clas.1;sandy_uca.1;teste_fin.1;test_fin2.1;teste_bs.1;finalvalue.1;class_name.1;train_val.1;classname.1;fv2.1;new_test.1;fv3.1;fv4.1;fv5.1;fv6.1;finalclass.1;uca.1;fpc.1;ele_2.1;time_2.1;name_2.1;gpxx_Way_1.1;wptx1_Wa_1.1;ctx_Crea_1.1;radius_2.1;Spectral1;DN.2;fid.2;name.2;date.2;island.2;gps_id.2;radius.2;colour_sca.2;colour.2;class_1.2;class_2.2;class_3.2;cover_wate.2;cover_shel.2;cover_rock.2;cover_chan.2;cover_uca.2;cover_macr.2;uca_class.2;greeness.2;mangrove.2;penetrabil.2;camera.2;photo.2;obs.2;ele.2;time.2;gpxx_Waypo.2;wptx1_Wayp.2;ctx_Creati.2;layer.2;path.2;area..ha..2;X.finos.2;test1_clas.2;test2_clas.2;test3_clas.2;test4_clas.2;test5_clas.2;test6_clas.2;sandy_uca.2;teste_fin.2;test_fin2.2;teste_bs.2;finalvalue.2;class_name.2;train_val.2;classname.2;fv2.2;new_test.2;fv3.2;fv4.2;fv5.2;fv6.2;finalclass.2;uca.2;fpc.2;ele_2.2;time_2.2;name_2.2;gpxx_Way_1.2;wptx1_Wa_1.2;ctx_Crea_1.2;radius_2.2;RID;B1.1;B1.2;B02_10;B03_10;B04_10;B08_10;B05_10;B06_10;B07_10;B08a_10;B09_10;B11_10;B12_10
3;2591;2591;29/03/2019;Adonga;1;20;-;-;-;muddy_sand;-;15;0;0;0;20;0;L;N;N;17;Belo;100-662/663;patches de mud;4.904856;12:09.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T12:12:09Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;13.92;sandy;sandy_water;muddy_sand;muddy;muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;5;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2591;156.3623501;105.2749552;728;1126.833333;1162.333333;1454.166667;1414;1420.333333;1463.5;1465.666667;1208.833333;968.5;602.6666667
3;2576;2576;29/03/2019;Adonga;1;10;-;-;wet;mud;green_macroalgae;20;0;0;5;0;70;-;S;N;20;Belo;100-637/638;-;1.061552;14:57.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T09:14:57Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.031;46.4;muddy;muddy_water;muddy;muddy;wet_muddy;sediment;other;muddy;muddy;other;6;muddy;training;muddy;2;6;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2576;222.6038632;113.7921845;609.6666667;955.6666667;1005.666667;1273.333333;1238.666667;1268.666667;1268;1279;898;1010;632.3333333
3;2590;2590;29/03/2019;Adonga;1;10;-;-;-;muddy_sand;-;15;0;0;0;20;0;L;N;N;15;Belo;100-660/661;-;4.054586;04:47.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T12:04:47Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.031;16.55;sandy;sandy_water;muddy_sand;muddy;muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;5;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2590;160.5363807;168.500452;705;1109.5;1148;1412.5;1376;1374;1411.75;1422.75;1158;963.5;594.75
3;2574;2574;29/03/2019;Adonga;1;15;-;-;wet;sandy_mud;-;25;0;0;5;10;0;L;N;N;20;Belo;100-633/634;mini e media uca;1.556448;50:28.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T08:50:28Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.07;24.39;muddy;muddy_water;muddy;muddy;wet_muddy;sediment;other;muddy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2574;205.4561018;98.06945398;650;1001.142857;1100;1318.285714;1260.285714;1264.142857;1303.857143;1301.142857;1076;1035.857143;652.5714286
3;2589;2589;29/03/2019;Adonga;1;10;-;-;wet;muddy_sand;-;15;1;0;0;15;0;L;N;N;13;Belo;100-658/659;possivelmente com sandy mud;4.775776;54:19.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T11:54:19Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.031;17.34;sandy;sandy_water;muddy_sand;muddy;muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;5;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2589;144.2355612;156.6422073;708.6666667;1086;1144;1382;1320;1361;1394;1378;1122;932;582
3;2573;2573;29/03/2019;Adonga;1;35;-;-;wet;muddy_sand;-;45;0;0;0;0;0;-;N;N;14;Belo;100-631/632;Partes sandy mud;4.110707;35:34.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T08:35:34Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.379;9.75;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;sandy;sandy;other;5;wet_sandy;validation;wet_sandy;2;4;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2573;139.0943262;119.2288522;782.65;1166.75;1224.1;1439.45;1406.775;1405.55;1438.975;1440.35;1148.6;1048.9;654
3;2572;2572;29/03/2019;Adonga;1;20;-;-;wet;muddy_sand;-;75;0;0;2;0;0;-;N;N;18;Belo;100-628/629;-;5.442089;23:17.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-03-29T08:23:17Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;11.62;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2572;187.472772;132.2849954;769.9166667;1124.916667;1194.666667;1434.5;1385.75;1396.5;1432;1432.75;1218.5;1092;682.75
3;2414;2414;25/02/2019;Adonga;1;30;-;-;-;mud;uca;0;0;0;0;100;0;H;?;N;20;-;-;sedimento igual ao sed 1-2411 (variaveis plots);-8388608;03:06.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-25T10:03:06Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.278;41.84;muddy_uca;muddy_uca;muddy_uca;muddy_uca;muddy_uca;muddy_uca;other;muddy_uca;muddy_uca;other;7;muddy_uca;training;muddy_uca;2;5;1;5;6;4;muddy-with-FBA;1;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2414;224.8480444;173.5946225;412.6071429;729.2857143;865.0714286;1073.107143;1007.785714;1034.392857;1064.321429;1079.714286;961.1428571;945.4285714;613.5714286
3;2410;2410;25/02/2019;Adonga;1;40;10YR;6B;wet;muddy_sand;-;40;0;0;0;0;0;-;S;N;20;Belo;100-291/292;NA;-8388608;34:30.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-25T09:34:30Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.494;18.04;sandy;sandy_water;muddy_sand;muddy;wet_muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;4;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2410;188.3851955;123.0687551;671;1064.938776;1102.55102;1435.673469;1369.55102;1415.653061;1438.489796;1440.714286;1182.204082;1001.367347;602.2244898
4;2426;2426;26/02/2019;Adonga;1;20;10YR;8C;wet;beach_sand;-;20;0;0;0;0;0;-;N;N;5;Belo;100-310/311;NA;-0.791612;21:06.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-26T11:21:06Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;2.94;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;beach_sand;beach_sand;beach_sand;1;beach_sand;training;beach_sand;2;2;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2426;149.0782044;102.0190653;810.6923077;1272;1341.846154;1491.538462;1480.923077;1430.153846;1459.384615;1522.384615;1432.769231;1269.538462;771.3846154
3;2425;2425;26/02/2019;Adonga;1;30;10YR;7D;-;sand;uca;0;0;0;0;100;0;H;N;N;5;Belo;100-308/309;NA;1.288792;14:10.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-26T11:14:10Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.278;5.02;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;other;4;sandy_uca;training;sandy_uca;1;3;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2425;140.256965;130.3628062;706.24;1069.8;1153.12;1291.04;1265.04;1217.24;1252;1320.36;1202.88;1441.16;941.84
3;2430;2430;26/02/2019;Adonga;1;80;-;-;wet;beach_sand;-;10;0;0;0;0;0;-;N;N;5;Belo;100-318/319;muitos buracos;-0.108908;48:41.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-26T11:48:41Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;1.978;3.97;sandy;sandy;sandy;sandy;sandy;sediment;other;beach_sand;beach_sand;beach_sand;1;beach_sand;training;beach_sand;2;2;2;2;2;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2430;165.4922176;121.2671249;783.0373832;1228.186916;1285.420561;1458.71028;1467;1389.691589;1440.186916;1473.364486;1313.448598;1199.635514;748.9719626
3;2423;2423;26/02/2019;Adonga;1;25;10YR;7D;-;sand;uca;0;0;0;0;100;0;H;N;N;6;-;-;NA;-0.91623;59:23.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-26T10:59:23Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.193;5.56;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;other;4;sandy_uca;validation;sandy_uca;1;3;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2423;160.745617;119.0892942;613.25;1005.8;1063.05;1194.65;1161.85;1096.8;1139.15;1187.9;943.05;1280.65;863.25
3;2429;2429;26/02/2019;Adonga;1;20;-;-;wet;beach_sand;-;25;0;0;0;0;0;-;N;N;4;Belo;100-316/317;NA;-1.226938;43:12.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-26T11:43:12Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;2.44;sandy;sandy_water;sandy;sandy;wet_sandy;sediment;other;beach_sand;beach_sand;beach_sand;1;beach_sand;training;beach_sand;2;2;2;3;3;2;sandy;2;1;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2429;198.744142;133.8143364;777.2727273;1179.272727;1268;1432.363636;1413.727273;1363.454545;1411.090909;1453.363636;1363.909091;1368.454545;863.1818182
4;2420;2420;26/02/2019;Adonga;1;plot19C;10YR;8C;dry;beach_sand_uca;uca;10;0;0;0;50;0;M;N;N;2;Belo;100-302/303;sedimento= 2419;NA;NA;NA;NA;NA;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;6.374;2.16;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;beach_sand_uca;beach_sand_uca;beach_sand;2;beach_sand_uca;training;beach_sand;1;1;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;2419;2419;26/02/2019;Adonga;1;plot19B;10YR;8C;dry;beach_sand_uca;uca;10;0;0;0;50;0;M;N;N;2;Belo;100-300/301;-;NA;NA;NA;NA;NA;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;4.327;2.16;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;beach_sand_uca;beach_sand_uca;beach_sand;2;beach_sand_uca;training;beach_sand;1;1;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2419;188.868677;128.6501836;846.5148515;1314.950495;1420.415842;1593.920792;1551.881188;1492.722772;1554.881188;1627.564356;1589.544554;1930.009901;1334.108911
4;2418;2418;26/02/2019;Adonga;1;plot19A;10YR;8C;dry;beach_sand_uca;uca;15;0;0;0;50;0;H;N;N;2;Belo;100-297/298/299;-;NA;NA;NA;NA;NA;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;5.776;2.15;sandy_uca;sandy_uca_water;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;beach_sand_uca;beach_sand_uca;beach_sand;2;beach_sand_uca;training;beach_sand;1;1;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;2441;2441;28/02/2019;Adonga;1;20;10YR;7C;-;sand;uca;0;1;0;0;100;0;H;N;N;6;MH_tel;125035/125032/125028;NA;6.405725;48:10.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-28T12:48:10Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;0.124;8.58;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;sandy_uca;other;4;sandy_uca;training;sandy_uca;1;3;2;1;1;1;sandy-with-FBA;1;1;NA;NA;NA;NA;NA;NA;NA;Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2441;118.2794403;114.6762439;718.4444444;1062.333333;1114.222222;1289.333333;1263.888889;1263.666667;1275.888889;1306.666667;1342;1140.666667;787.1111111
3;2440;2440;28/02/2019;Adonga;1;60;10YR;8B;-;muddy_sand;-;10;2;0;0;0;0;-;N;N;9;MH_tel;124150/124144/124140;NA;4.957098;36:24.0;<gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>;<wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>;<ctx:CreationTime>2019-02-28T12:36:24Z</ctx:CreationTime>;gt_pontosbuffer_poligonos_plots;C:/Users/Utilizador/Desktop/tese/qgis_groundtruthing/gt_pontosbuffer_poligonos_plots.shp|layername=gt_pontosbuffer_poligonos_plots;1.112;15.42;sandy;sandy;muddy_sand;muddy;muddy;sediment;other;sandy;muddy;other;6;muddy;training;muddy;2;4;2;4;5;3;muddy;2;2;NA;NA;NA;NA;NA;NA;NA;not Sand with FBA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2440;75.27863217;127.4327086;631.6976744;976.0232558;1050.813953;1239.488372;1229.72093;1229.162791;1254.906977;1255.604651;1073.325581;883;562.8837209
